ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,SVI_statewide,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
51,Virginia,VA,51153,Prince William County,51153900905,Census Tract 9009.05; Prince William County; Virginia,0.6881,1.954217435,6152,974,1929,202,1831,209,686,420,339,195,348,124,285,126,747,384,675,199,1631,425,822,395,90,59,93,95,4527,1057,159,87,0,19,36,44,15,23,11,2,11.2,6.6,10.9,5.8,19,6.4,7,2.9,12.3,6.2,11,3.2,26.5,4.3,13.5,5.4,4.9,3.2,1.6,1.7,73.6,12.6,8.2,4.4,0,2,2,2.3,0.8,1.2,0.2,0,0.3784,0.9376,0.4047,0.4624,0.8437,3.0268,0.6636,0.2457,0.8128,0.5973,0.518,0.6196,2.7934,0.7044,0.887,0.887,0.887,0.6043,0,0.6531,0.1392,0.5606,1.9572,0.4126,8.6644,0.6881,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3937,74,61,2822,902,1092,319,342,122,0,19,0,19,221,139,50,56,4,3.3,45.9,9,17.8,5.4,5.6,2.1,0,0.6,0,0.6,3.6,2.3,0.8,0.9
51,Virginia,VA,51153,Prince William County,51153901005,Census Tract 9010.05; Prince William County; Virginia,0.056,1.969812095,6623,715,1901,203,1901,203,221,132,150,82,100,63,107,66,173,94,280,104,2002,417,352,105,41,31,118,99,2944,862,0,26,0,19,24,34,16,25,0,19,3.3,2,4.1,2.2,5.3,3.3,2.5,1.5,2.6,1.5,4.2,1.6,30.2,4.3,5.4,1.7,2.1,1.6,1.9,1.6,44.5,12.1,0,1.4,0,2.1,1.3,1.8,0.8,1.3,0,0.3,0.0842,0.5379,0.0301,0.1591,0.1646,0.9759,0.0893,0.0383,0.9299,0.0883,0.2105,0.6574,1.9244,0.1758,0.6146,0.6146,0.6146,0,0,0.5412,0.1392,0,0.6804,0.0712,4.1953,0.056,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2996,17,26,1075,250,1074,614,601,231,0,19,0,19,177,123,17,28,0.9,1.3,16.2,3.8,16.2,8.2,9.1,3.7,0,0.6,0,0.6,2.7,1.9,0.3,0.4
51,Virginia,VA,51153,Prince William County,51153901009,Census Tract 9010.09; Prince William County; Virginia,0.0694,1.717811041,7436,721,2239,147,2239,147,439,395,75,64,262,123,206,117,69,73,790,129,2335,394,662,209,95,83,113,121,3396,952,0,26,0,19,0,26,34,41,0,19,5.9,5.3,2.3,1.9,11.7,5.4,4.6,2.6,1,1,10.6,1.9,31.4,3.3,9.1,2.8,4.2,3.7,1.6,1.7,45.7,12,0,1.2,0,1.8,0,1.2,1.5,1.8,0,0.3,0.1836,0.2761,0.1591,0.3011,0.0379,0.9578,0.0861,0.2305,0.9479,0.3209,0.444,0.6196,2.5629,0.5587,0.6325,0.6325,0.6325,0,0,0,0.2354,0,0.2354,0.0222,4.3886,0.0694,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2592,14,22,1226,516,699,187,611,401,93,88,28,42,739,398,0,19,0.6,1,16.5,6.9,9.4,2.4,8.2,5.2,1.3,1.2,0.4,0.6,9.9,5.2,0,0.5
51,Virginia,VA,51153,Prince William County,51153901010,Census Tract 9010.10; Prince William County; Virginia,0.162,1.065063139,4906,835,1467,209,1401,191,65,63,152,143,108,57,54,55,446,203,535,139,1341,323,438,175,123,61,8,53,2028,1108,0,18,0,13,0,18,9,13,5,3,1.3,1.3,5.8,4.9,7.7,3.9,1.7,1.8,9.2,4.6,10.9,3.2,27.3,3.9,9,3.2,8.8,4.2,0.2,1.2,41.3,21.5,0,1.2,0,2.7,0,1.2,0.6,0.9,0.1,0.1,0.0153,0.7327,0.0694,0.101,0.7115,1.6299,0.2416,0.2425,0.8423,0.3121,0.7752,0.3043,2.4764,0.5005,0.5689,0.5689,0.5689,0,0,0,0.1068,0.4675,0.5743,0.0555,5.2495,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4682,25,21,858,252,647,154,210,103,0,13,0,13,290,172,23,36,1.8,1.5,17.5,5,13.2,3.3,4.3,2.2,0,0.8,0,0.8,5.9,3.3,0.5,0.7
51,Virginia,VA,51153,Prince William County,51153901011,Census Tract 9010.11; Prince William County; Virginia,0.2652,1.491090789,6257,660,1958,187,1889,199,574,306,198,83,208,91,223,112,288,155,526,120,1448,231,527,163,126,68,214,110,3862,730,0,26,0,19,43,41,16,19,0,19,9.2,4.8,5.8,2.3,11,4.7,5.3,2.7,4.7,2.6,8.4,2,23.1,2.7,8.6,2.4,6.7,3.5,3.7,1.9,61.7,9.7,0,1.3,0,2,2.3,2.1,0.8,1,0,0.3,0.2965,0.7327,0.1401,0.3495,0.3495,1.8683,0.31,0.1438,0.6173,0.2843,0.6522,0.7976,2.4952,0.5143,0.8091,0.8091,0.8091,0,0,0.6896,0.1392,0,0.8288,0.093,6.0014,0.2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678,58,57,1839,583,915,370,785,235,0,19,0,19,289,157,34,38,3.1,3,29.4,7.2,14.6,5.6,12.5,4.1,0,0.6,0,0.6,4.6,2.5,0.5,0.6
51,Virginia,VA,51153,Prince William County,51153901012,Census Tract 9010.12; Prince William County; Virginia,0.3443,1.731494496,3484,405,1703,145,1634,157,501,282,46,34,352,111,193,132,58,46,1513,258,504,168,632,235,38,36,82,105,1242,526,146,65,0,13,0,18,10,15,4,2,14.6,8.1,3.3,2.4,21.5,6.5,6.9,4.7,1.7,1.3,43.4,6.1,14.5,3.9,18.3,5.8,2.3,2.2,2.5,3.2,35.6,14.5,8.6,3.7,0,2.3,0,1.1,0.6,0.9,0.1,0.1,0.4995,0.4278,0.4907,0.4532,0.0869,1.9581,0.3383,0.9935,0.1521,0.8248,0.2336,0.7243,2.9283,0.7835,0.4929,0.4929,0.4929,0.6158,0,0,0.1068,0.4675,1.1901,0.1762,6.5694,0.3443,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1781,28,25,501,357,374,189,78,59,0,13,0,13,231,122,58,88,1.7,1.6,14.4,9.5,10.7,5.3,2.2,1.7,0,1.1,0,1.1,6.6,3.6,1.7,2.5
51,Virginia,VA,51153,Prince William County,51153901013,Census Tract 9010.13; Prince William County; Virginia,0.6687,0.96177236,3349,546,1160,154,1120,162,745,508,29,33,323,159,236,134,192,141,193,106,989,251,257,147,182,113,94,104,2604,734,0,18,146,122,31,47,36,44,0,13,22.2,14.7,1.7,1.9,28.8,13.6,11,5.8,5.8,4.2,5.8,3.2,29.5,5.3,7.7,4.4,16.2,9.8,3,3.3,77.8,17.9,0,1.6,12.6,10.3,2.8,4,3.2,3.8,0,0.4,0.7021,0.179,0.7068,0.6611,0.4628,2.7118,0.5641,0.071,0.9152,0.221,0.9459,0.7603,2.9134,0.7747,0.9166,0.9166,0.9166,0,0.8456,0.7461,0.4149,0,2.0066,0.4315,8.5484,0.6687,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,0,3,11938,26,42,1304,353,1159,511,87,100,0,13,12,26,42,73,0,13,2.3,3.7,38.9,8.4,34.6,13.9,2.6,3,0,1.2,0.4,0.8,1.3,2.2,0,1.2
51,Virginia,VA,51153,Prince William County,51153901014,Census Tract 9010.14; Prince William County; Virginia,0.7658,19.8921623,4983,1092,1469,188,1413,165,496,245,242,145,286,135,363,220,523,254,446,104,1182,445,491,184,71,68,346,143,3489,1160,91,74,0,13,49,40,62,71,21,2,10,4.4,9.3,5.5,20.2,9.3,11.7,6.2,10.6,5.4,9,3,23.7,5,9.9,4.6,5,4.8,7.6,2.7,70,17.5,6.2,5,0,2.7,3.5,2.7,4.4,5,0.4,0.1,0.3321,0.9033,0.451,0.6962,0.7827,3.1653,0.7029,0.1651,0.6542,0.3759,0.5287,0.9161,2.64,0.6078,0.8686,0.8686,0.8686,0.5557,0,0.808,0.5245,0.6616,2.5498,0.648,9.2237,0.7658,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,13075,142,90,1061,511,955,573,1184,838,0,13,0,13,281,199,8,13,10,6.5,21.3,10.4,19.2,11,23.8,13.5,0,0.8,0,0.8,5.6,4.3,0.2,0.3
51,Virginia,VA,51153,Prince William County,51153901015,Census Tract 9010.15; Prince William County; Virginia,0.7862,0.535323473,3561,330,1200,166,1200,166,563,218,117,101,461,225,158,114,233,143,109,68,1122,179,169,108,183,88,172,123,3222,367,488,127,0,13,98,85,0,13,6,7,15.9,6,5.7,4.9,38.4,18,7.5,5.4,6.6,4,3.1,1.9,31.5,4,4.8,3,15.3,7,5.5,3.9,90.5,6,40.7,9,0,3.3,8.2,7,0,3.3,0.2,0.2,0.5421,0.7225,0.864,0.4915,0.5247,3.1448,0.6974,0.0263,0.9493,0.061,0.932,0.8704,2.839,0.7313,0.9733,0.9733,0.9733,0.9117,0,0.957,0,0.5606,2.4293,0.605,9.3864,0.7862,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,0,1,0,0,2,5,1077,58,60,2429,415,538,146,103,100,0,13,0,13,152,135,0,13,4.8,5.1,68.2,8.1,15.1,4.3,2.9,2.8,0,1.1,0,1.1,4.3,3.8,0,1.1
51,Virginia,VA,51153,Prince William County,51153901016,Census Tract 9010.16; Prince William County; Virginia,0.6451,1.177334265,5428,908,1649,274,1580,283,628,372,261,247,374,270,283,193,269,129,368,153,1839,487,596,312,58,56,201,153,4238,992,274,153,0,19,14,28,27,43,4,2,11.8,6.7,9.8,7.8,23.7,16.6,8.5,6,5,2.5,6.8,3.3,33.9,6.1,11.1,4.4,3.7,3.5,4,2.9,78.1,12.8,16.6,8.9,0,2.4,0.9,1.7,1.7,2.7,0.1,0,0.4015,0.9117,0.5698,0.5408,0.3796,2.8034,0.596,0.0987,0.976,0.4512,0.3899,0.8133,2.7291,0.6656,0.9179,0.9179,0.9179,0.7369,0,0.469,0.2609,0.4675,1.9343,0.4024,8.3847,0.6451,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,5815,97,96,1784,320,1404,724,764,338,0,19,22,36,264,166,0,19,6.1,5.9,32.9,5,25.9,10.7,14.1,6.5,0,0.7,0.4,0.7,4.9,2.9,0,0.7
51,Virginia,VA,51153,Prince William County,51153901101,Census Tract 9011.01; Prince William County; Virginia,0.7552,2.469534647,2290,265,681,135,585,114,287,188,39,37,164,59,50,32,101,52,51,19,356,112,86,43,12,18,71,101,1081,339,109,81,15,14,18,20,49,32,927,68,21.1,13.2,6.5,6.1,28,8.5,5.4,3.3,8.7,4.7,2.2,0.9,15.5,3.7,7.4,3.7,2.1,3,3.3,4.7,47.2,13.8,16,11.5,2.2,2.1,3.1,2.9,8.4,5.6,40.5,5.5,0.6776,0.7817,0.685,0.3564,0.6856,3.1863,0.7099,0.0198,0.1863,0.1988,0.2105,0.7746,1.39,0.0555,0.6501,0.6501,0.6501,0.73,0.6768,0.7729,0.7572,0.9816,3.9185,0.9852,9.1449,0.7552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3007,25,16,272,136,301,144,332,201,14,19,0,13,135,96,27,31,4.3,3,11.9,5.4,13.1,6.2,14.5,8.1,0.6,0.8,0,1.7,5.9,4.3,1.2,1.4
51,Virginia,VA,51153,Prince William County,51153901102,Census Tract 9011.02; Prince William County; Virginia,0.5502,4.934919856,3378,374,888,142,822,141,564,310,46,33,350,164,0,13,23,36,0,13,1137,231,81,58,67,65,2,50,1041,566,72,47,0,13,23,22,29,39,704,50,21.2,11.3,10.2,7.7,42.6,18.6,0,3.4,1.2,1.8,0,1.2,33.7,4.2,4.1,2.9,8.2,7.8,0.1,1.8,30.8,16.4,8.1,5.1,0,4.4,2.8,2.4,3.5,4.6,20.8,2.7,0.6799,0.9237,0.9098,0,0.0583,2.5717,0.5211,0,0.9742,0.0402,0.7456,0.2845,2.0445,0.2331,0.4186,0.4186,0.4186,0.6038,0,0.7461,0.4459,0.9659,2.7617,0.7345,7.7965,0.5502,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,4,4904,29,37,286,210,603,247,19,24,0,13,0,13,124,69,9,13,3.5,4.3,8.5,6.4,17.9,6.8,0.6,0.7,0,1.2,0,1.2,3.7,1.9,0.3,0.4
51,Virginia,VA,51153,Prince William County,51153901203,Census Tract 9012.03; Prince William County; Virginia,0.7922,1.294420855,3536,541,1368,258,1368,258,411,280,91,87,394,217,382,169,667,279,510,204,825,250,261,126,77,71,236,142,2351,734,0,18,22,24,74,66,175,180,0,13,11.6,7.7,4.4,4,28.8,14.9,15.8,6.6,18.9,8.2,14.4,5.5,23.3,4.6,7.4,3.5,5.6,5.1,7.2,4.2,66.5,18.1,0,1.3,1.6,1.8,5.4,4.7,12.8,11.7,0,0.4,0.3922,0.5749,0.7068,0.829,0.9565,3.4594,0.7918,0.4103,0.6275,0.1988,0.58,0.9087,2.7253,0.6628,0.8469,0.8469,0.8469,0,0.6389,0.9015,0.8723,0,2.4127,0.5962,9.4443,0.7922,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3,2878,23,30,450,167,1118,249,269,173,0,13,197,125,229,150,88,109,1.7,2.3,12.7,4.8,31.6,8,7.6,4.8,0,1.1,5.6,3.6,6.5,4.4,2.5,3
51,Virginia,VA,51153,Prince William County,51153901208,Census Tract 9012.08; Prince William County; Virginia,0.8459,0.921644393,3519,385,1327,116,1315,118,665,369,100,80,278,114,245,160,282,212,993,165,812,187,443,111,41,39,143,108,1542,533,145,64,42,53,12,24,38,32,35,11,19.1,10.4,7.3,5.6,21.1,8.5,10.1,6.3,8.1,5.9,28.2,4.6,23.1,3.6,12.7,3.4,3.1,3,4.2,3.1,43.8,14.4,10.9,4.7,3.2,4,0.9,1.8,2.9,2.4,1,0.3,0.6216,0.8298,0.4769,0.6192,0.6408,3.1883,0.7108,0.9239,0.6173,0.5483,0.3284,0.8262,3.2441,0.9181,0.6021,0.6021,0.6021,0.6588,0.7124,0.469,0.3839,0.7533,2.9774,0.8034,10.0119,0.8459,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2449,91,79,473,352,722,341,95,63,0,13,0,13,252,180,0,13,6.9,5.7,13.4,9.7,20.5,9.4,2.7,1.8,0,1.1,0,1.1,7.2,4.9,0,1.1
51,Virginia,VA,51153,Prince William County,51153901209,Census Tract 9012.09; Prince William County; Virginia,0.6349,1.664655993,6564,784,1998,166,1964,175,1008,417,198,96,276,111,390,133,547,243,864,110,1843,380,385,122,115,97,311,177,4135,907,103,54,0,19,62,41,127,74,0,19,15.4,6.1,5.8,3,14.1,5.5,9.5,3.2,8.4,3.6,13.2,2.1,28.1,4.3,5.9,1.9,5.9,4.9,5.1,2.8,63,11.6,5.2,2.7,0,2,3.1,2,6.5,3.7,0,0.3,0.5254,0.7327,0.2234,0.5901,0.6648,2.7364,0.5715,0.3476,0.8704,0.116,0.5971,0.8566,2.7877,0.7017,0.8202,0.8202,0.8202,0.5294,0,0.7729,0.6619,0,1.9642,0.4149,8.3085,0.6349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3541,46,27,1209,360,1941,462,772,449,0,19,0,19,213,117,0,19,2.3,1.4,18.4,4.9,29.6,7,11.8,6.2,0,0.6,0,0.6,3.2,1.7,0,0.6
51,Virginia,VA,51153,Prince William County,51153901211,Census Tract 9012.11; Prince William County; Virginia,0.6927,0.713110317,4792,518,1292,104,1250,117,848,432,70,51,210,96,715,251,1045,349,358,131,1211,236,368,148,126,92,337,150,3878,551,0,18,0,13,125,89,33,40,3,2,17.7,8.8,2.5,1.7,16.8,7.5,23.1,7.2,21.8,6.2,7.5,3,25.3,3.9,7.7,3,10.1,7.3,7.2,3.1,80.9,7.5,0,1.4,0,3,10,6.8,2.6,3.2,0.1,0,0.5879,0.3062,0.321,0.9525,0.9755,3.1431,0.696,0.1199,0.751,0.221,0.827,0.9087,2.8276,0.7257,0.9331,0.9331,0.9331,0,0,0.9755,0.3552,0.4675,1.7982,0.358,8.702,0.6927,0,0,0,1,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0,1,5,2573,54,51,594,172,2399,547,602,261,0,13,0,13,283,177,0,13,4.3,4,12.4,3.4,50.1,8.4,12.6,5.3,0,0.8,0,0.8,5.9,3.8,0,0.8
51,Virginia,VA,51153,Prince William County,51153901212,Census Tract 9012.12; Prince William County; Virginia,0.8616,1.195649785,7569,945,2174,149,2152,153,1100,591,260,124,452,166,955,377,917,447,800,168,2190,480,802,250,250,110,594,303,5855,1025,143,86,22,36,147,138,27,34,0,19,14.5,7.6,7.1,3.2,21,7.6,20.9,7.2,12.2,5,10.6,2.5,28.9,4,10.6,3.4,11.6,5,8.6,4.3,77.4,9.5,6.5,3.9,1,1.6,6.8,6.3,1.3,1.6,0,0.3,0.4954,0.8191,0.4736,0.9258,0.841,3.5549,0.8209,0.2305,0.8963,0.4226,0.8737,0.9336,3.3567,0.9436,0.9147,0.9147,0.9147,0.5622,0.6075,0.9389,0.2054,0,2.314,0.556,10.1403,0.8616,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,4,3011,117,87,1877,364,3084,941,493,198,0,19,0,19,369,277,32,64,5.4,4,24.8,5,40.7,8.6,6.5,2.8,0,0.5,0,0.5,4.9,3.8,0.4,0.9
51,Virginia,VA,51153,Prince William County,51153901219,Census Tract 9012.19; Prince William County; Virginia,0.0139,9.141628559,5493,538,2011,251,1961,250,66,54,121,66,95,46,92,64,144,107,1042,189,1072,184,288,80,0,26,107,104,1474,786,6,21,0,19,0,26,0,19,0,19,1.2,1,4.1,2.2,4.8,2.3,2.2,1.5,2.6,2,19,3,19.5,3,5.3,1.6,0,1.3,2,2,26.8,14.1,0.3,1,0,2,0,1.3,0,2,0,0.3,0.0125,0.5379,0.0245,0.1342,0.1646,0.8737,0.0717,0.6293,0.3854,0.0814,0,0.6759,1.772,0.1277,0.3605,0.3605,0.3605,0.301,0,0,0,0,0.301,0.0282,3.3072,0.0139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542,11,18,473,98,424,295,351,118,0,19,0,19,226,132,0,19,0.6,0.9,8.6,1.7,7.7,5.3,6.4,2.2,0,0.7,0,0.7,4.1,2.4,0,0.7
51,Virginia,VA,51153,Prince William County,51153901221,Census Tract 9012.21; Prince William County; Virginia,0.4734,0.893179795,6449,1353,2375,316,2318,322,885,340,181,179,724,204,125,125,453,285,647,197,1478,482,213,102,201,111,121,108,3880,1554,716,224,0,19,19,36,61,49,0,19,13.7,4.4,5.1,4.6,31.2,7.7,2.9,2.7,7.2,4.2,10,3.5,22.9,4.9,3.4,1.6,8.7,4.6,2,1.8,60.2,20.5,30.1,8.5,0,1.7,0.8,1.5,2.6,2.2,0,0.3,0.4699,0.6684,0.7567,0.1876,0.571,2.6536,0.5456,0.201,0.604,0.0231,0.7687,0.6759,2.2727,0.3603,0.7935,0.7935,0.7935,0.8539,0,0.45,0.3552,0,1.6591,0.308,7.3789,0.4734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4549,104,95,2504,1102,617,201,349,180,73,69,0,19,271,206,66,93,4.5,4.1,38.8,11.7,9.6,3.7,5.4,3,1.1,1.1,0,0.6,4.2,3.3,1,1.4
51,Virginia,VA,51153,Prince William County,51153901222,Census Tract 9012.22; Prince William County; Virginia,0.4317,0.432095242,2624,216,924,124,908,108,163,142,73,45,216,124,180,61,230,113,342,94,630,84,304,190,99,53,48,57,1111,331,10,19,0,13,0,18,30,37,1,3,6.2,5.4,5.3,3.1,23.8,13.4,10.3,3.5,8.8,4.2,13,3.1,24,3.5,11.7,6.7,10.9,5.7,1.9,2.3,42.3,12.1,1.1,2.1,0,4.2,0,1.9,3.3,4.1,0,0.1,0.1966,0.6873,0.5726,0.6289,0.6907,2.7761,0.5821,0.337,0.6708,0.4896,0.8548,0.6574,3.0096,0.8224,0.5814,0.5814,0.5814,0.3703,0,0,0.4251,0,0.7954,0.0874,7.1625,0.4317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,82,74,391,94,484,212,90,71,6,10,0,13,113,54,27,35,9,7.7,14.9,3.3,18.4,7.8,3.4,2.7,0.2,0.4,0,1.5,4.3,2.1,1,1.3
51,Virginia,VA,51153,Prince William County,51153901223,Census Tract 9012.23; Prince William County; Virginia,0.5423,1.377798423,6194,654,2196,121,2196,121,473,232,135,74,500,171,342,171,629,358,800,118,1426,289,544,197,256,123,141,127,3531,747,0,26,15,27,33,36,71,86,0,19,7.8,3.7,3.8,2,22.8,7.7,8.1,4,10.2,5.7,12.9,2.1,23,3.3,8.8,3.3,11.7,5.6,2.4,2.2,57,10.5,0,1.2,0.7,1.2,1.5,1.6,3.2,3.9,0,0.3,0.2456,0.5014,0.543,0.521,0.7605,2.5715,0.5206,0.3347,0.6095,0.2968,0.8788,0.7183,2.8381,0.7308,0.7593,0.7593,0.7593,0,0.5784,0.5814,0.4149,0,1.5747,0.2803,7.7436,0.5423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4044,108,86,1049,318,1416,474,775,528,0,19,0,19,274,152,17,27,4.9,3.9,16.9,5.5,22.9,7.1,12.5,7.7,0,0.6,0,0.6,4.4,2.5,0.3,0.4
51,Virginia,VA,51153,Prince William County,51153901224,Census Tract 9012.24; Prince William County; Virginia,0.2684,1.228638726,4276,543,1362,109,1362,109,259,238,144,125,158,128,161,99,279,215,728,131,1039,298,425,172,31,32,104,101,2067,621,0,18,0,13,18,26,14,18,0,13,6.1,5.5,6.6,5.4,11.6,9.4,5.9,3.6,6.6,4.7,17,3,24.3,6,10.1,4.3,2.3,2.3,2.6,2.5,48.3,13.2,0,1.3,0,2.9,1.3,1.9,1,1.3,0,0.3,0.1915,0.7891,0.1568,0.391,0.5247,2.0531,0.3674,0.5486,0.6883,0.3893,0.2336,0.7308,2.5906,0.5754,0.669,0.669,0.669,0,0,0.5412,0.1721,0,0.7133,0.074,6.026,0.2684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4769,30,26,338,79,1153,377,201,72,0,13,5,11,223,162,147,218,2.2,1.9,7.9,1.8,27,7.3,4.7,1.7,0,0.9,0.1,0.3,5.2,3.6,3.4,5
51,Virginia,VA,51153,Prince William County,51153901225,Census Tract 9012.25; Prince William County; Virginia,0.7182,1.238739541,4961,911,1764,239,1598,245,161,152,128,81,190,100,323,180,386,204,651,175,1247,452,546,183,62,50,284,144,2789,1284,172,93,82,77,54,55,61,42,10,10,3.2,3,4.6,3,11.9,6,9.7,5.2,7.8,4,13.1,4.1,25.1,5.5,11,4.2,3.9,3.1,6.1,2.9,56.2,23.7,9.8,5.1,4.6,4.5,3.4,3.1,3.8,2.7,0.2,0.2,0.0782,0.6022,0.1628,0.5998,0.619,2.062,0.3697,0.3416,0.7354,0.4471,0.4144,0.8866,2.8251,0.7234,0.7492,0.7492,0.7492,0.6394,0.742,0.8025,0.4676,0.5606,3.2121,0.8723,8.8484,0.7182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,69,46,1000,340,1015,295,560,137,0,13,0,13,201,100,13,21,4.3,2.9,20.2,7.3,20.5,6.4,11.3,3.4,0,0.8,0,0.8,4.1,2.3,0.3,0.4
51,Virginia,VA,51153,Prince William County,51153901226,Census Tract 9012.26; Prince William County; Virginia,0.2999,1.397745997,6384,684,1778,144,1766,141,373,149,112,70,183,88,398,164,416,156,694,166,1618,273,540,219,126,79,298,147,4200,858,0,26,0,19,62,65,0,19,0,19,5.8,2.2,3.1,1.9,10.4,4.9,9,3.5,6.5,2.4,10.9,2.6,25.3,2.8,8.5,3.1,7.2,4.4,5.1,2.4,65.8,11.4,0,1.5,0,2.2,3.5,3.6,0,2.2,0,0.3,0.1772,0.3969,0.1249,0.5662,0.5178,1.783,0.2837,0.2425,0.751,0.2797,0.6859,0.8566,2.8157,0.7183,0.8423,0.8423,0.8423,0,0,0.808,0,0,0.808,0.0888,6.249,0.2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4065,44,38,1611,450,1059,325,1139,270,58,64,40,60,233,105,60,67,2.5,2.1,25.2,6.4,16.6,4.5,17.8,4.3,0.9,1,0.6,1,3.6,1.7,0.9,1.1
